epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3645.09,0.43203,0.33653,0.86103,0.83693,0.8865,0.90617,0.79666,0.3435,0.64276,0.69961,0.000742625,0.000742625,0.000742625
43,3727.66,0.41662,0.32215,0.85927,0.8649,0.85217,0.8939,0.79218,0.3432,0.55816,0.70444,0.00073025,0.00073025,0.00073025
44,3811.32,0.42398,0.31719,0.86691,0.88064,0.81234,0.91363,0.8055,0.34214,0.57119,0.70395,0.000717875,0.000717875,0.000717875
45,3898.03,0.42204,0.3202,0.86329,0.84339,0.87468,0.90422,0.79589,0.34092,0.90498,0.70173,0.0007055,0.0007055,0.0007055
46,3981.98,0.41809,0.32097,0.86454,0.85123,0.86168,0.89525,0.79076,0.35314,0.58485,0.70353,0.000693125,0.000693125,0.000693125
47,4063.63,0.41258,0.31476,0.85987,0.92819,0.86153,0.92025,0.8166,0.34438,0.53715,0.70216,0.00068075,0.00068075,0.00068075
48,4144.48,0.41721,0.3117,0.86191,0.85084,0.78918,0.87786,0.77964,0.35179,0.61058,0.70131,0.000668375,0.000668375,0.000668375
49,4224.11,0.4156,0.31477,0.86316,0.9078,0.86573,0.89722,0.78692,0.34289,0.52208,0.70215,0.000656,0.000656,0.000656
50,4305.58,0.41501,0.30385,0.86189,0.93911,0.86974,0.9527,0.83743,0.34806,0.71736,0.70237,0.000643625,0.000643625,0.000643625
51,4385.24,0.41585,0.30709,0.85721,0.90254,0.9018,0.93014,0.82874,0.35157,0.45299,0.7045,0.00063125,0.00063125,0.00063125
52,4467.37,0.41411,0.3007,0.86184,0.89988,0.91161,0.928,0.82697,0.34152,0.8001,0.70379,0.000618875,0.000618875,0.000618875
53,4550.41,0.41872,0.30146,0.86871,0.87216,0.89013,0.91528,0.81448,0.33698,0.42561,0.69952,0.0006065,0.0006065,0.0006065
54,4632.09,0.40276,0.30087,0.85632,0.90352,0.85984,0.9281,0.82666,0.34417,0.62989,0.70094,0.000594125,0.000594125,0.000594125
55,4714.78,0.39859,0.28706,0.85581,0.91277,0.87999,0.9208,0.81812,0.34099,0.79004,0.70298,0.00058175,0.00058175,0.00058175
56,4796.35,0.40881,0.29557,0.85797,0.90427,0.86229,0.91254,0.81343,0.33967,0.51084,0.70084,0.000569375,0.000569375,0.000569375
57,4876.99,0.40371,0.28513,0.85556,0.89023,0.8804,0.9189,0.81808,0.34067,0.57736,0.7007,0.000557,0.000557,0.000557
58,4957,0.40467,0.28667,0.85788,0.91177,0.8786,0.92077,0.81738,0.33848,0.49515,0.7016,0.000544625,0.000544625,0.000544625
59,5038.28,0.41064,0.28844,0.86229,0.91178,0.89474,0.93779,0.83457,0.34222,0.43656,0.7011,0.00053225,0.00053225,0.00053225
60,5119.17,0.40297,0.28173,0.85968,0.89229,0.87551,0.9104,0.80635,0.33929,0.82897,0.70266,0.000519875,0.000519875,0.000519875
61,5201.55,0.39794,0.27278,0.8546,0.87511,0.86735,0.9022,0.80428,0.33518,1.44974,0.69927,0.0005075,0.0005075,0.0005075
62,5283.84,0.40301,0.27882,0.85693,0.90611,0.88034,0.91554,0.81468,0.34313,0.94441,0.70148,0.000495125,0.000495125,0.000495125
63,5363.03,0.39907,0.27609,0.85722,0.89992,0.87687,0.9368,0.83312,0.34484,0.65303,0.70218,0.00048275,0.00048275,0.00048275
64,5444.67,0.39842,0.27552,0.85451,0.91169,0.91069,0.93349,0.83223,0.34078,0.6019,0.69996,0.000470375,0.000470375,0.000470375
65,5524.19,0.39983,0.27895,0.86024,0.86317,0.87477,0.9146,0.82313,0.33707,0.56521,0.70004,0.000458,0.000458,0.000458
66,5603.08,0.38822,0.26784,0.85322,0.90338,0.86534,0.91701,0.81782,0.33816,0.56279,0.69936,0.000445625,0.000445625,0.000445625
67,5683.18,0.38562,0.26219,0.8527,0.90927,0.87798,0.92774,0.82731,0.34135,0.44985,0.70321,0.00043325,0.00043325,0.00043325
68,5762.64,0.3928,0.26887,0.85621,0.91648,0.93158,0.93998,0.8407,0.33755,0.48343,0.70301,0.000420875,0.000420875,0.000420875
69,5840.46,0.39125,0.26955,0.85432,0.91193,0.91193,0.92568,0.82436,0.33501,0.61738,0.70287,0.0004085,0.0004085,0.0004085
70,5919.43,0.38602,0.26363,0.8545,0.90987,0.89916,0.93027,0.83266,0.33304,0.89705,0.70056,0.000396125,0.000396125,0.000396125
71,5997.85,0.3859,0.2587,0.85239,0.88819,0.88529,0.93012,0.83276,0.33035,0.85208,0.69917,0.00038375,0.00038375,0.00038375
72,6078.23,0.38681,0.25771,0.85564,0.90392,0.89962,0.91616,0.81984,0.3401,0.6038,0.70365,0.000371375,0.000371375,0.000371375
73,6158.83,0.38144,0.25705,0.85118,0.90542,0.86908,0.90702,0.81161,0.33602,0.49228,0.70152,0.000359,0.000359,0.000359
74,6241.58,0.38108,0.25224,0.8501,0.92614,0.8891,0.9162,0.81979,0.33338,0.54089,0.69994,0.000346625,0.000346625,0.000346625
75,6322.09,0.38531,0.26056,0.85933,0.88045,0.91121,0.90859,0.81379,0.33202,0.87127,0.69864,0.00033425,0.00033425,0.00033425
76,6401.54,0.3825,0.25711,0.85159,0.88972,0.88196,0.91468,0.81998,0.33095,0.58826,0.6982,0.000321875,0.000321875,0.000321875
77,6482.73,0.38587,0.26225,0.85451,0.9049,0.90954,0.91763,0.82364,0.33378,0.5333,0.69808,0.0003095,0.0003095,0.0003095
78,6565.09,0.37892,0.25167,0.84865,0.92092,0.86494,0.92293,0.82601,0.33859,0.55205,0.69931,0.000297125,0.000297125,0.000297125
