epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,843.793,0.30071,0.50074,0.85183,0.95161,0.93346,0.9803,0.96485,0.16026,0.21036,0.52361,0.000321875,0.000321875,0.000321875
77,854.105,0.29019,0.44584,0.84424,0.96492,0.94109,0.98721,0.97718,0.15607,0.18073,0.52256,0.0003095,0.0003095,0.0003095
78,864.725,0.29169,0.46837,0.84187,0.69525,0.85451,0.90563,0.88995,0.16658,0.7241,0.52316,0.000297125,0.000297125,0.000297125
79,875.64,0.28286,0.46384,0.84731,0.97048,0.96487,0.99069,0.97824,0.15355,0.15948,0.52177,0.00028475,0.00028475,0.00028475
80,886.437,0.28474,0.45813,0.84352,0.9859,0.95455,0.98907,0.97952,0.15235,0.16254,0.51982,0.000272375,0.000272375,0.000272375
81,897.229,0.28424,0.44725,0.83492,0.95779,0.96313,0.99004,0.98154,0.14978,0.17288,0.5193,0.00026,0.00026,0.00026
82,907.967,0.2775,0.40919,0.84053,0.98866,0.9543,0.99113,0.98262,0.15226,0.14181,0.51841,0.000247625,0.000247625,0.000247625
83,918.259,0.2901,0.44257,0.8464,0.98021,0.96547,0.99133,0.97858,0.16074,0.1519,0.51879,0.00023525,0.00023525,0.00023525
84,929.01,0.28756,0.42103,0.84099,0.98376,0.97088,0.9917,0.98137,0.15204,0.13628,0.51785,0.000222875,0.000222875,0.000222875
85,939.823,0.27241,0.41067,0.83796,0.98651,0.97045,0.99188,0.98401,0.15092,0.13051,0.5171,0.0002105,0.0002105,0.0002105
86,950.772,0.28047,0.44049,0.84278,0.96748,0.9572,0.98996,0.97967,0.15596,0.14915,0.5172,0.000198125,0.000198125,0.000198125
87,961.662,0.27061,0.4066,0.8438,0.93751,0.97537,0.98863,0.9772,0.1567,0.15438,0.51744,0.00018575,0.00018575,0.00018575
88,971.821,0.27014,0.41438,0.83471,0.91587,0.9701,0.98618,0.97869,0.1531,0.18373,0.51585,0.000173375,0.000173375,0.000173375
89,982.797,0.27296,0.41203,0.84055,0.99536,0.97039,0.9917,0.97956,0.1517,0.14158,0.51609,0.000161,0.000161,0.000161
90,993.77,0.27217,0.3921,0.83228,0.97749,0.96379,0.99043,0.98128,0.14927,0.14719,0.51748,0.000148625,0.000148625,0.000148625
91,1007.14,0.23486,0.23082,0.78234,0.97747,0.96159,0.98959,0.98232,0.15366,0.15286,0.51769,0.00013625,0.00013625,0.00013625
92,1017.88,0.22957,0.22005,0.78556,0.9886,0.95765,0.99176,0.98131,0.15071,0.13291,0.51657,0.000123875,0.000123875,0.000123875
93,1028.52,0.23199,0.21599,0.79138,0.95574,0.96412,0.98955,0.98009,0.15047,0.14858,0.51717,0.0001115,0.0001115,0.0001115
94,1038.53,0.22659,0.223,0.79344,0.96684,0.9748,0.98879,0.97768,0.15257,0.13538,0.51836,9.9125e-05,9.9125e-05,9.9125e-05
95,1049.12,0.22005,0.20414,0.78116,0.99017,0.96644,0.99233,0.98531,0.15073,0.12715,0.51851,8.675e-05,8.675e-05,8.675e-05
96,1059.97,0.2235,0.1997,0.7943,0.97838,0.97515,0.99165,0.97707,0.14953,0.12868,0.51831,7.4375e-05,7.4375e-05,7.4375e-05
97,1070.59,0.22346,0.19895,0.79224,0.98662,0.96809,0.99146,0.9827,0.15119,0.12878,0.51899,6.2e-05,6.2e-05,6.2e-05
98,1081.33,0.21837,0.18464,0.78545,0.98999,0.97267,0.993,0.98478,0.14864,0.11956,0.51902,4.9625e-05,4.9625e-05,4.9625e-05
99,1091.21,0.22066,0.19295,0.79264,0.98508,0.9689,0.99235,0.98375,0.14681,0.12124,0.51891,3.725e-05,3.725e-05,3.725e-05
100,1101.94,0.22042,0.1889,0.78566,0.98054,0.96841,0.99176,0.98397,0.14644,0.12065,0.5187,2.4875e-05,2.4875e-05,2.4875e-05
